step,simulation_step,timestamp,soc,tes_avg_temp_c,tes_set_echo,ite_set_echo,chiller_t_set_echo,tes_use_avail_echo,tes_source_avail_echo,chiller_avail_echo,tes_use_side_kw,tes_source_side_kw,tes_tank_temp_c,zone_temp_c,outdoor_drybulb_c,outdoor_wetbulb_c,chiller_electricity_kw,chiller_cooling_kw,facility_electricity_kw,purchased_electricity_kw,pv_kw,grid_import_kw,pv_adjusted_cost,price_per_kwh,tes_set_command
0,0,2024-01-01 00:00:00,1.0,6.2287412869958,-0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,6.000802666323526,24.578773469497882,-1.6749999999999998,-4.305965422776245,0.0,0.0,7008.103946833191,7008.103946833191,0.0,7008.103946833191,50.808753614540635,0.029,-0.0
1,1,2024-01-01 00:15:00,1.0,6.000401336049217,-0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,6.0016052971527145,24.578649357693138,-1.0499999999999998,-3.881403890573511,0.0,0.0,7012.874790028266,7012.874790028266,0.0,7012.874790028266,50.84334222770493,0.029,-0.0
2,2,2024-01-01 00:30:00,1.0,6.001203984638479,-0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,6.002407888181985,24.578629061706945,-0.42499999999999993,-3.4669348120001517,0.0,0.0,7018.305126160895,7018.305126160895,0.0,7018.305126160895,50.88271216466649,0.029,-0.0
3,3,2024-01-01 00:45:00,1.0,6.002006595547682,-0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,6.0032104439004,24.57864512247066,0.2,-3.0682753811691788,0.0,0.0,7024.409079729146,7024.409079729146,0.0,7024.409079729146,50.92696582803631,0.029,-0.0
4,4,2024-01-01 01:00:00,1.0,6.002809168952748,-0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,6.004012965880197,24.578551832127665,-0.35,-3.520680746888573,0.0,0.0,7017.554274906571,7017.55427490657,0.0,7017.554274906571,50.87726849307264,0.029,-0.0
5,5,2024-01-01 01:15:00,1.0,6.003611707781977,-0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,6.004815449399395,24.578434093514442,-0.9,-3.979660526116951,0.0,0.0,7011.70664928325,7011.706649283251,0.0,7011.70664928325,50.834873207303566,0.029,-0.0
6,6,2024-01-01 01:30:00,1.0,6.004414210505909,-0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,6.005617893401492,24.578312569741325,-1.45,-4.439857240224712,0.0,0.0,7006.742222709856,7006.742222709855,0.0,7006.742222709856,50.798881114646456,0.029,-0.0
7,7,2024-01-01 01:45:00,1.0,6.005216674289982,-0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,6.0064202977255725,24.57818872924664,-2.0,-4.901308352630715,0.0,0.0,7002.496164809931,7002.496164809931,0.0,7002.496164809931,50.768097194872,0.029,-0.0
8,8,2024-01-01 02:00:00,1.0,6.006019098430706,-0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,6.007222662273222,24.578147632656663,-1.725,-4.574987857970416,0.0,0.0,7005.425663156,7005.425663155998,0.0,7005.425663156,50.789336057881,0.029,-0.0
9,9,2024-01-01 02:15:00,1.0,6.006821482906,-0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,6.008024990620942,24.578129531154282,-1.45,-4.246997299697888,0.0,0.0,7008.71958533995,7008.71958533995,0.0,7008.71958533995,50.81321699371464,0.029,-0.0
10,10,2024-01-01 02:30:00,1.0,6.007623829358773,-0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,6.00882728376374,24.57811625662131,-1.175,-3.9173270955409194,0.0,0.0,7012.436587454693,7012.436587454692,0.0,7012.436587454693,50.84016525904653,0.029,-0.0
11,11,2024-01-01 02:45:00,1.0,6.008426140099602,-0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,6.009629541911643,24.578103162269755,-0.9,-3.5859698327757843,0.0,0.0,7016.652222938746,7016.652222938745,0.0,7016.652222938746,50.87072861630591,0.029,-0.0
12,12,2024-01-01 03:00:00,1.0,6.009228415737905,-0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,6.010431765073918,24.577976023898298,-1.675,-4.162057792456701,0.0,0.0,7009.63656140666,7009.636561406659,0.0,7009.63656140666,50.81986507019829,0.029,-0.0
13,13,2024-01-01 03:15:00,1.0,6.010030656384774,-0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,6.011233948324939,24.577812728925974,-2.45,-4.7481530667992455,0.0,0.0,7003.828001081176,7003.828001081176,0.0,7003.828001081176,50.77775300783853,0.029,-0.0
14,14,2024-01-01 03:30:00,1.0,6.010832859582083,-0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,6.012036090104303,24.577635916485278,-3.225,-5.3439595174104175,0.0,0.0,6998.982382849223,6998.982382849223,0.0,6998.982382849223,50.74262227565686,0.029,-0.0
15,15,2024-01-01 03:45:00,1.0,6.011635022100373,-0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,6.012838189829761,24.5774487133674,-4.0,-5.949185700355263,0.0,0.0,6994.909871724366,6994.909871724364,0.0,6994.909871724366,50.71309657000165,0.029,-0.0
16,16,2024-01-01 04:00:00,1.0,6.012437142857489,-0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,6.013640247052365,24.577279691085575,-4.5,-6.334428508062052,0.0,0.0,6992.676570730715,6992.676570730714,0.0,6992.676570730715,50.696905137797685,0.029,-0.0
17,17,2024-01-01 04:15:00,1.0,6.013239221306329,-0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,6.014442262563019,24.577107210466732,-5.0,-6.724142704869528,0.0,0.0,6990.656828740912,6990.656828740912,0.0,6990.656828740912,50.682262008371616,0.029,-0.0
18,18,2024-01-01 04:30:00,1.0,6.01404125769718,-0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,6.015244236212258,24.576924798276345,-5.5,-7.118230586023184,0.0,0.0,6988.8254553869865,6988.825455386986,0.0,6988.8254553869865,50.66898455155565,0.029,-0.0
19,19,2024-01-01 04:45:00,1.0,6.014843252273835,-0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,6.016046167575624,24.57673177379179,-6.0,-7.5165901930659285,0.0,0.0,6987.16212966015,6987.16212966015,0.0,6987.16212966015,50.65692544003609,0.029,-0.0
20,20,2024-01-01 05:00:00,1.0,6.015645204780732,-0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,6.016848056186433,24.576661694633525,-5.325,-6.875994059389095,0.0,0.0,6989.922432738453,6989.922432738453,0.0,6989.922432738453,50.67693763735379,0.029,-0.0
21,21,2024-01-01 05:15:00,1.0,6.01644711478638,-0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,6.017649907369599,24.576637033138862,-4.65,-6.234799198258547,0.0,0.0,6993.221176271061,6993.22117627106,0.0,6993.221176271061,50.700853527965194,0.029,-0.0
22,22,2024-01-01 05:30:00,1.0,6.0172489846834125,-0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,6.0184517230846275,24.576636226315735,-3.9749999999999996,-5.592924419375036,0.0,0.0,6997.2027914971195,6997.202791497119,0.0,6997.2027914971195,50.72972023835412,0.029,-0.0
23,23,2024-01-01 05:45:00,1.0,6.01805081809879,-0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,6.0192535043606945,24.57665458742645,-3.3,-4.950285365968624,0.0,0.0,7002.062700827198,7002.062700827198,0.0,7002.062700827198,50.764954580997184,0.029,-0.0
24,24,2024-01-01 06:00:00,1.0,6.0188526166199114,-0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,6.020055252032542,24.576543376652882,-3.9749999999999996,-5.520997977004313,0.0,0.0,6997.7007058875,6997.700705887499,0.0,6997.7007058875,50.733330117684375,0.029,-0.0
25,25,2024-01-01 06:15:00,1.0,6.019654381104496,-0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,6.020856960502083,24.576402265133368,-4.65,-6.096167502988902,0.0,0.0,6994.019266233653,6994.019266233653,0.0,6994.019266233653,50.70663968019399,0.029,-0.0
26,26,2024-01-01 06:30:00,1.0,6.02045610913373,-0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,6.021658628478452,24.576255185255317,-5.325,-6.6757045240394595,0.0,0.0,6990.889333339311,6990.889333339311,0.0,6990.889333339311,50.683947666710004,0.029,-0.0
27,27,2024-01-01 06:45:00,1.0,6.021257797394691,-0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,6.022460255705507,24.576100661887608,-6.0,-7.259517110878881,0.0,0.0,6988.209685830325,6988.209685830325,0.0,6988.209685830325,50.66452022226986,0.029,-0.0
28,28,2024-01-01 07:00:00,1.0,6.022059444995111,-0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,6.023261841863388,24.57604166456411,-5.75,-7.082742491482042,0.0,0.0,6988.974007618101,6988.974007618101,0.0,6988.974007618101,50.67006155523123,0.029,-0.0
29,29,2024-01-01 07:15:00,1.0,6.022861051692906,-0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,6.024063391080912,24.576011664956752,-5.5,-6.907870035350197,0.0,0.0,6989.768554710748,6989.768554710747,0.0,6989.768554710748,50.67582202165292,0.029,-0.0
30,30,2024-01-01 07:30:00,1.0,6.023662619342677,-0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,6.02486490461245,24.5760143142885,-5.25,-6.734929851842308,0.0,0.0,6990.593242080733,6990.593242080733,0.0,6990.593242080733,50.68180100508532,0.029,-0.0
31,31,2024-01-01 07:45:00,1.0,6.024464150712293,-0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,6.0256663838700675,24.576094882257895,-5.0,-6.563954777543042,0.0,0.0,6991.448762065614,6991.448762065614,0.0,6991.448762065614,50.6880035249757,0.029,-0.0
32,32,2024-01-01 08:00:00,1.0,6.02526564714367,-0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,6.026467832221595,24.576342157349295,-4.55,-6.266382947792877,0.0,0.0,6993.040008727092,6993.040008727091,1774.8,5218.240008727092,206.12048034472014,0.158,-0.0
33,33,2024-01-01 08:15:00,1.0,6.026067110941205,-0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,6.027269256870721,24.5767997062078,-4.1,-5.97507349933822,0.0,0.0,6994.738006061954,6994.738006061953,0.0,6994.738006061954,50.71185054394917,0.029,-0.0
34,34,2024-01-01 08:30:00,1.0,6.0268685474140105,-0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,6.028070666903066,24.577476085746163,-3.6500000000000004,-5.690204566182761,0.0,0.0,6996.548299126353,6996.548299126352,0.0,6996.548299126353,50.72497516866606,0.029,-0.0
